filename,xmin,ymin,xmax,ymax,xloc,yloc,zloc
000149.txt,766,160,790,230,4,1,19
000150.txt,565,175,616,225,0,1,25
000150.txt,453,183,494,211,-7,1,38
000150.txt,531,177,560,199,-4,1,50
000150.txt,273,180,307,226,-12,2,28
000151.txt,991,147,1029,216,10,0,18
000151.txt,1213,130,1223,226,11,0,12
000151.txt,845,161,1004,210,10,0,22
000152.txt,45,196,447,374,-2,1,6
000152.txt,751,155,1136,374,2,1,6
000152.txt,415,209,501,265,-3,1,15
000152.txt,453,185,532,243,-3,1,20
000152.txt,662,183,773,256,2,1,16
000152.txt,533,179,563,204,-3,1,41
000152.txt,628,176,657,200,2,1,46
000153.txt,1217,85,1223,369,2,1,2
000153.txt,669,159,704,194,4,0,40
000153.txt,643,162,658,211,1,1,26
000153.txt,626,164,645,213,1,1,26
000154.txt,352,168,381,252,-5,1,15
000154.txt,1110,160,1241,288,7,1,9
000154.txt,543,174,665,215,0,1,27
000154.txt,828,159,929,201,12,1,32
000154.txt,695,173,727,195,7,1,49
000154.txt,397,178,466,211,-8,1,34
000154.txt,563,176,591,195,-2,1,58
000154.txt,520,176,552,195,-6,1,59
000155.txt,159,189,249,250,-13,2,23
000155.txt,122,177,204,230,-26,3,42
000155.txt,212,197,278,236,-15,2,30
000155.txt,709,180,757,209,6,1,39
000155.txt,808,173,823,195,16,1,57
000156.txt,0,111,149,287,-10,1,10
000157.txt,1201,177,1241,360,7,1,6
000157.txt,891,125,1231,319,5,1,9
000157.txt,676,210,1048,305,4,1,11
000157.txt,656,173,892,262,3,1,14
000157.txt,0,176,63,355,-6,1,8
000157.txt,581,183,728,244,1,1,18
000157.txt,610,186,748,253,1,1,16
000157.txt,754,159,817,210,7,1,29
000157.txt,319,192,406,238,-8,1,23
000157.txt,219,194,279,242,-13,2,26
000157.txt,198,150,271,234,-16,2,31
000158.txt,1047,177,1179,218,21,1,30
000159.txt,748,163,893,265,4,1,15
000159.txt,0,208,267,374,-4,1,6
000159.txt,170,187,405,313,-4,1,10
000159.txt,526,173,570,203,-3,1,37
000159.txt,724,176,802,229,4,1,21
000159.txt,709,170,767,216,4,1,26
000159.txt,702,170,747,206,5,1,32
000159.txt,591,170,614,187,0,1,64
000160.txt,493,183,549,226,-3,1,26
000160.txt,558,180,580,200,-3,2,58
000160.txt,343,179,379,203,-20,2,59
000160.txt,591,179,633,220,0,1,30
000161.txt,172,196,368,305,-5,2,12
000161.txt,315,194,431,261,-5,2,18
000161.txt,431,188,493,227,-5,2,29
000161.txt,812,153,946,204,9,1,24
000161.txt,808,152,897,200,9,1,27
000161.txt,1208,127,1241,174,22,0,24
000161.txt,1149,128,1241,175,22,0,26
000161.txt,1107,134,1241,174,23,0,29
000161.txt,475,186,522,217,-5,2,36
000161.txt,666,175,714,212,3,1,30
000162.txt,3,173,121,220,-21,1,28
000162.txt,135,175,207,209,-21,1,35
000162.txt,159,166,223,195,-26,1,45
000162.txt,573,171,633,230,0,1,22
000162.txt,760,173,771,200,9,1,45
000163.txt,258,164,438,248,-6,1,17
000163.txt,321,171,472,230,-6,1,21
000163.txt,804,152,871,197,11,1,35
000163.txt,857,161,917,193,13,0,36
000163.txt,374,175,495,216,-6,1,26
000163.txt,398,175,492,214,-6,1,29
000163.txt,404,167,515,208,-6,1,32
000164.txt,10,164,103,201,-26,1,35
000164.txt,554,172,616,233,0,1,21
000164.txt,153,167,206,195,-27,1,45
000164.txt,764,178,776,206,9,1,42
000165.txt,581,178,636,223,0,1,24
000165.txt,0,189,164,374,-5,1,4
000165.txt,287,164,471,259,-5,1,15
000165.txt,356,163,486,243,-4,1,18
000165.txt,443,167,536,215,-4,1,29
000165.txt,652,148,715,206,3,1,32
000165.txt,583,173,617,204,0,1,37
000165.txt,0,133,374,360,-4,1,7
000165.txt,0,116,226,235,-14,1,21
000166.txt,0,175,44,219,-21,1,24
000166.txt,296,172,339,192,-22,1,55
000166.txt,222,157,275,189,-28,1,57
000166.txt,570,169,616,215,0,1,27
000167.txt,949,151,1008,268,5,1,10
000167.txt,707,161,735,216,3,1,26
000167.txt,683,169,694,201,4,1,40
000168.txt,502,183,537,210,-4,2,39
000168.txt,837,190,921,223,11,2,32
000168.txt,955,189,1046,226,18,2,34
000168.txt,560,165,585,198,-2,1,52
000169.txt,784,177,1124,374,2,1,6
000169.txt,0,179,272,340,-6,1,8
000169.txt,0,159,290,307,-6,1,10
000169.txt,111,185,342,272,-6,1,13
000169.txt,247,186,435,257,-5,1,15
000169.txt,302,181,468,247,-5,1,18
000169.txt,335,179,462,241,-5,1,20
000169.txt,338,174,490,230,-6,1,22
000169.txt,394,177,500,219,-6,1,27
000169.txt,573,177,582,198,-2,1,55
000169.txt,677,184,746,238,2,1,20
000169.txt,731,171,853,221,6,1,25
000169.txt,684,172,757,204,6,1,40
000169.txt,633,179,659,198,2,1,54
000170.txt,743,171,794,214,6,1,28
000170.txt,776,173,802,192,13,0,52
000170.txt,825,170,845,184,23,0,73
000171.txt,58,205,232,270,-12,2,19
000171.txt,0,209,132,259,-19,2,25
000171.txt,307,195,361,227,-15,2,40
000172.txt,582,170,618,204,0,1,34
000172.txt,596,165,626,196,0,1,43
000172.txt,822,180,1241,374,2,1,4
000172.txt,727,171,890,304,2,1,10
000172.txt,658,164,711,212,2,1,28
000172.txt,0,189,251,303,-7,1,12
000172.txt,257,181,376,243,-7,1,19
000172.txt,637,167,661,190,2,1,53
000173.txt,0,186,305,374,-2,1,2
000173.txt,233,178,571,374,-1,1,7
000173.txt,917,200,1241,374,3,1,5
000173.txt,542,174,674,264,0,1,13
000173.txt,689,166,741,206,4,1,33
000173.txt,837,176,908,238,7,1,19
000174.txt,993,213,1069,261,8,1,14
000174.txt,1000,172,1096,247,10,1,17
000174.txt,916,177,969,208,17,1,36
000175.txt,468,185,511,223,-5,2,31
000175.txt,481,183,522,214,-5,2,38
000175.txt,264,175,408,229,-9,1,25
000176.txt,844,209,1241,374,2,1,3
000176.txt,425,182,542,273,-2,1,14
000176.txt,500,164,585,243,-1,1,19
000176.txt,553,169,615,225,0,1,25
000176.txt,624,179,669,207,2,1,41
000177.txt,35,165,198,335,-5,1,8
000177.txt,419,144,541,233,-3,1,22
000177.txt,638,172,682,227,1,1,24
000177.txt,1018,164,1053,247,8,1,14
000177.txt,928,165,958,237,8,1,17
000177.txt,823,182,876,227,6,1,20
000177.txt,347,180,438,211,-10,1,35
000178.txt,605,177,632,202,0,1,46
000178.txt,888,190,1241,374,2,1,3
000178.txt,689,179,775,243,3,1,18
000178.txt,764,174,1027,348,2,1,8
000178.txt,182,193,325,243,-11,2,23
000178.txt,2,194,164,246,-17,2,23
000178.txt,681,177,742,229,3,1,23
000178.txt,657,177,696,208,3,1,37
000179.txt,591,175,657,239,0,1,20
000179.txt,739,98,880,218,7,1,29
000179.txt,720,130,786,202,8,1,41
000179.txt,711,139,757,196,8,1,53
000179.txt,271,180,288,230,-10,1,23
000180.txt,541,181,566,197,-4,2,63
000180.txt,439,183,507,206,-9,2,51
000181.txt,834,194,1241,374,3,1,6
000181.txt,0,185,300,305,-6,1,9
000181.txt,192,180,398,256,-6,1,15
000181.txt,255,181,454,249,-6,1,17
000181.txt,289,178,458,238,-6,1,19
000181.txt,747,177,927,304,3,1,11
000181.txt,680,183,743,228,3,1,24
000181.txt,370,181,493,233,-5,1,22
000181.txt,395,172,500,224,-5,1,24
000181.txt,642,163,675,197,3,1,52
000181.txt,486,176,553,199,-6,1,48
000181.txt,504,171,565,197,-5,1,53
000181.txt,633,162,657,190,3,1,69
000182.txt,78,202,387,374,-3,1,7
000182.txt,329,168,477,282,-3,1,13
000182.txt,502,181,555,219,-3,1,30
000183.txt,884,170,1241,374,2,1,3
000183.txt,51,170,365,305,-5,1,10
000183.txt,732,35,1006,309,3,1,10
000183.txt,696,146,803,241,3,1,18
000183.txt,682,167,741,220,3,1,26
000183.txt,662,169,696,200,3,1,41
000183.txt,589,172,618,193,0,1,58
000184.txt,0,190,147,355,-6,1,8
000184.txt,611,177,643,201,1,1,50
000184.txt,474,176,523,212,-6,2,40
000184.txt,659,175,688,202,3,1,44
000184.txt,962,162,1053,192,19,0,34
000185.txt,0,206,264,374,-3,1,3
000185.txt,181,157,454,374,-3,1,8
000185.txt,400,173,526,281,-2,1,14
000185.txt,544,185,606,225,-1,2,30
000185.txt,586,184,635,217,0,2,36
000185.txt,630,185,673,212,2,2,41
000186.txt,0,195,206,374,-5,1,7
000186.txt,889,189,1241,374,3,1,3
000186.txt,460,182,513,216,-5,1,32
000186.txt,678,170,697,211,3,1,29
000186.txt,534,177,600,199,-2,1,49
000186.txt,337,183,418,211,-12,2,39
000186.txt,101,181,205,234,-15,1,24
000186.txt,641,174,710,195,4,1,53
000186.txt,511,155,597,199,-4,2,60
000187.txt,222,178,261,261,-8,2,16
000188.txt,846,157,1036,281,5,1,12
000188.txt,581,181,661,245,0,1,18
000188.txt,657,175,692,209,3,1,34
000188.txt,768,169,811,210,8,1,33
000189.txt,549,129,578,225,0,0,14
000189.txt,592,142,623,224,0,0,14
000189.txt,654,147,678,222,1,0,15
000189.txt,413,145,453,193,-6,0,26
000190.txt,1104,128,1237,373,3,1,4
000190.txt,438,172,575,279,-1,1,12
000190.txt,772,152,816,255,3,1,11
000190.txt,619,123,708,223,1,1,21
000191.txt,577,178,614,211,0,1,36
000191.txt,0,206,198,375,-3,1,2
000191.txt,233,188,362,253,-7,1,17
000191.txt,373,190,501,272,-3,1,14
000191.txt,358,184,432,227,-7,1,27
000191.txt,462,184,518,221,-4,1,30
000191.txt,206,187,303,230,-12,1,25
000191.txt,289,179,361,217,-12,1,32
000192.txt,573,179,605,209,-1,1,41
000192.txt,0,188,175,325,-7,1,9
000192.txt,140,187,315,268,-8,1,15
000192.txt,238,105,461,293,-4,1,13
000192.txt,444,200,493,234,-4,1,22
000192.txt,450,185,512,229,-4,1,25
000192.txt,487,184,528,213,-5,1,37
000192.txt,536,173,556,196,-6,1,72
000192.txt,0,185,111,278,-11,1,13
000193.txt,70,146,177,330,-5,1,7
000194.txt,493,180,572,236,-2,1,21
000194.txt,583,175,620,204,0,1,37
000194.txt,818,166,831,203,10,1,34
000195.txt,934,166,979,274,5,1,12
000195.txt,681,172,696,205,4,1,43
000196.txt,544,200,582,236,-2,2,34
000197.txt,164,198,347,297,-6,1,12
000197.txt,693,175,802,251,2,1,16
000197.txt,314,192,428,256,-5,1,18
000197.txt,412,178,482,230,-5,1,26
000197.txt,450,181,503,219,-6,2,33
000197.txt,636,176,656,193,3,1,65
000198.txt,144,188,363,306,-5,1,11
000198.txt,335,175,437,241,-6,1,20
000198.txt,1210,113,1241,331,9,1,6
000200.txt,602,178,663,238,0,1,21
000200.txt,1039,140,1095,193,19,0,30
000200.txt,880,173,929,335,2,1,7
000201.txt,1112,127,1241,374,2,1,0
000201.txt,805,175,1241,374,2,1,5
000201.txt,660,181,785,262,2,1,14
000201.txt,413,176,447,249,-4,1,18
000201.txt,315,192,414,257,-5,1,17
000201.txt,609,170,691,231,1,1,21
000201.txt,560,180,607,214,-1,1,33
000201.txt,414,184,450,211,-9,2,38
000201.txt,537,179,570,205,-3,1,43
000201.txt,406,173,417,201,-13,1,47
000201.txt,400,178,408,205,-13,2,47
000201.txt,447,175,479,238,-4,1,20
000202.txt,535,180,567,204,-3,1,45
000203.txt,586,171,619,208,0,2,63
000203.txt,765,170,812,251,4,1,17
000203.txt,362,193,401,217,-16,3,53
000204.txt,599,178,628,205,0,2,45
000204.txt,635,164,678,195,4,2,73
000204.txt,251,162,325,221,-16,2,37
000204.txt,192,192,290,239,-12,2,25
000205.txt,393,186,475,235,-5,1,24
000205.txt,539,177,558,207,-3,1,39
000205.txt,549,179,582,200,-3,2,56
000206.txt,267,153,311,243,-6,1,15
000206.txt,290,155,319,240,-6,1,15
000206.txt,629,158,780,230,2,1,20
000206.txt,1107,170,1160,199,36,1,48
000207.txt,715,177,727,210,5,2,38
000207.txt,57,188,127,229,-20,2,29
000207.txt,190,187,288,234,-13,2,27
000207.txt,152,186,248,230,-16,2,29
000208.txt,0,203,256,374,-5,1,6
000208.txt,351,171,376,236,-7,1,21
000208.txt,600,179,861,267,1,1,12
000209.txt,818,143,904,320,2,1,7
000210.txt,680,148,728,185,9,1,77
000210.txt,0,180,155,315,-9,1,11
000210.txt,124,193,286,269,-8,1,16
000210.txt,238,179,363,247,-8,1,20
000210.txt,376,182,444,221,-8,1,30
000210.txt,419,181,472,213,-8,1,35
000210.txt,498,177,530,199,-7,1,55
000211.txt,0,190,304,374,-5,1,7
000211.txt,476,173,512,248,-2,1,17
000211.txt,398,183,483,233,-5,1,24
000211.txt,519,173,539,215,-3,1,31
000211.txt,499,180,543,206,-5,1,43
000211.txt,640,176,671,202,2,1,44
000211.txt,820,172,1241,374,2,1,4
000212.txt,0,163,168,374,-6,1,6
000212.txt,637,175,728,243,1,1,19
000212.txt,409,168,493,205,-8,1,39
000212.txt,580,177,607,195,-1,1,56
000213.txt,0,194,173,374,-6,1,6
000213.txt,0,190,272,321,-6,1,9
000213.txt,57,179,336,290,-6,1,11
000213.txt,695,181,842,274,2,1,13
000213.txt,265,185,463,251,-5,1,17
000213.txt,670,180,740,224,3,1,24
000213.txt,303,179,452,239,-6,1,19
000213.txt,342,170,462,228,-6,1,22
000213.txt,646,170,682,201,3,1,43
000214.txt,1114,134,1231,254,9,1,11
000214.txt,982,151,1043,231,8,1,15
000214.txt,937,161,957,221,9,1,20
000214.txt,872,162,902,184,20,0,53
000215.txt,215,190,586,316,-2,1,9
000215.txt,943,188,1241,314,6,1,9
000216.txt,568,180,610,222,0,2,30
000216.txt,81,190,276,279,-8,1,14
000216.txt,297,188,388,243,-8,2,23
000216.txt,395,184,444,221,-8,2,33
000216.txt,441,187,481,211,-9,2,44
000217.txt,0,196,358,374,-3,1,6
000217.txt,316,191,461,282,-4,1,13
000217.txt,475,183,525,222,-4,1,28
000217.txt,499,160,547,212,-4,1,36
000217.txt,562,178,594,206,-1,1,38
000217.txt,979,140,1173,373,3,1,6
000217.txt,1051,132,1241,332,5,1,7
000217.txt,537,179,561,200,-4,1,50
000218.txt,1046,171,1241,374,2,1,0
000218.txt,780,176,1097,355,3,1,7
000218.txt,719,175,828,260,2,1,13
000218.txt,480,185,516,211,-6,2,40
000218.txt,640,173,673,199,2,1,44
000219.txt,566,176,616,225,0,1,25
000219.txt,822,162,864,186,18,1,57
000219.txt,869,157,936,190,18,1,46
000219.txt,939,138,1050,190,18,0,35
000220.txt,528,177,563,197,-4,1,56
000220.txt,716,175,739,195,9,1,55
000221.txt,603,178,664,237,0,1,21
000221.txt,776,185,955,301,3,1,10
000221.txt,1023,143,1075,193,19,0,32
000221.txt,838,173,873,308,2,1,8
000222.txt,518,165,740,374,0,1,7
000222.txt,344,184,457,218,-9,2,32
000222.txt,376,185,418,205,-15,2,53
000222.txt,175,194,259,227,-19,2,35
000222.txt,426,178,498,210,-7,1,37
000222.txt,334,187,374,208,-18,2,52
000222.txt,425,181,464,201,-12,2,53
000223.txt,998,125,1241,374,3,1,2
000223.txt,811,155,940,256,4,1,13
000223.txt,777,131,852,210,7,1,26
000223.txt,929,190,1010,320,4,1,8
000224.txt,337,180,384,202,-15,1,46
000225.txt,1,175,121,230,-20,2,27
000225.txt,493,139,560,216,-3,1,36
000225.txt,555,177,576,196,-4,2,65
000225.txt,380,180,408,198,-20,2,68
000226.txt,441,172,539,212,-6,2,38
000226.txt,380,187,500,231,-6,2,26
000226.txt,357,184,480,235,-6,1,23
000226.txt,215,190,415,261,-6,1,15
000226.txt,0,194,332,303,-6,1,11
000226.txt,723,176,1026,374,2,1,8
000226.txt,0,216,387,374,-2,1,4
000226.txt,624,171,660,203,2,2,57
000227.txt,783,179,909,248,5,1,17
000227.txt,1081,174,1130,204,26,1,38
000227.txt,864,181,964,233,9,1,22
000227.txt,945,179,1009,217,14,1,28
000227.txt,1041,156,1086,199,28,1,45
000227.txt,1019,177,1060,205,23,1,38
000228.txt,421,165,501,200,-8,1,42
000228.txt,868,164,890,235,6,1,17
000228.txt,444,173,522,205,-6,1,35
000228.txt,581,173,633,198,0,1,44
000229.txt,583,177,609,203,0,1,47
000229.txt,176,142,398,219,-20,2,51
000230.txt,396,183,438,206,-14,2,52
000230.txt,255,146,353,214,-20,2,48
000230.txt,320,152,393,207,-20,2,58
000231.txt,503,181,547,213,-3,1,33
000231.txt,133,182,244,236,-14,1,24
000231.txt,311,184,355,210,-15,2,41
000231.txt,571,163,597,198,-1,1,49
000232.txt,624,150,697,189,4,1,72
000232.txt,207,187,340,252,-9,2,20
000232.txt,936,154,977,213,10,1,22
000233.txt,527,176,574,214,-2,1,31
000233.txt,432,173,465,200,-9,1,44
000234.txt,268,192,461,302,-3,1,12
000234.txt,45,205,291,323,-6,2,11
000234.txt,640,176,683,212,2,1,33
000234.txt,415,189,501,247,-4,1,19
000234.txt,745,153,865,203,7,1,29
000234.txt,992,136,1119,180,21,0,35
000235.txt,589,175,616,202,0,1,46
000235.txt,60,197,258,287,-8,2,14
000235.txt,405,181,450,214,-9,2,38
000235.txt,552,177,572,198,-3,2,60
000236.txt,580,176,621,214,0,1,32
000236.txt,76,175,288,278,-7,1,13
000236.txt,323,185,476,282,-3,1,13
000236.txt,282,183,393,241,-7,1,20
000236.txt,480,183,543,226,-3,1,25
000236.txt,445,180,489,208,-7,1,39
000236.txt,533,162,564,198,-4,1,57
000236.txt,0,185,139,265,-12,1,15
000236.txt,183,181,299,234,-11,1,22
000237.txt,590,162,618,191,0,1,75
000237.txt,855,178,953,214,12,1,30
000237.txt,175,192,258,222,-20,2,38
000238.txt,0,170,58,216,-20,1,24
000238.txt,306,174,347,194,-21,1,55
000238.txt,574,173,615,214,0,1,31
000239.txt,677,177,818,224,4,1,23
000239.txt,646,177,711,201,4,1,45
000240.txt,567,177,609,215,0,1,29
000241.txt,552,174,573,191,-4,1,66
000242.txt,635,163,725,229,1,1,21
000242.txt,389,184,455,237,-5,1,22
000243.txt,598,177,678,248,0,1,15
000243.txt,498,169,576,230,-2,1,21
000243.txt,620,169,672,218,1,1,24
000243.txt,1190,133,1241,204,14,0,15
000243.txt,1070,135,1238,198,14,0,19
000244.txt,0,183,421,374,-2,1,4
000244.txt,948,191,1241,374,2,1,2
000244.txt,730,191,1000,374,2,1,7
000244.txt,307,188,487,335,-2,1,9
000244.txt,410,188,522,272,-2,1,14
000244.txt,685,181,806,271,2,1,14
000244.txt,656,183,735,245,2,1,19
000244.txt,513,182,563,223,-2,1,29
000244.txt,539,172,581,214,-2,1,35
000244.txt,561,175,598,209,-1,2,41
000245.txt,871,138,1241,369,4,1,6
000245.txt,593,172,612,219,0,1,27
000245.txt,0,199,230,336,-6,1,8
000245.txt,174,190,368,263,-7,1,15
000245.txt,363,182,466,221,-7,1,27
000246.txt,571,177,609,212,0,1,35
000246.txt,0,193,97,311,-8,1,8
000246.txt,170,131,370,264,-7,1,17
000246.txt,0,187,121,266,-12,1,15
000246.txt,323,182,407,230,-8,1,24
000246.txt,491,161,543,212,-4,1,36
000246.txt,524,143,562,198,-5,0,61
000247.txt,275,189,310,218,-17,2,40
000248.txt,577,178,611,209,0,1,39
000248.txt,0,182,245,293,-8,1,12
000248.txt,264,190,441,295,-4,1,12
000248.txt,264,191,369,239,-8,1,21
000248.txt,430,185,502,234,-4,1,23
000248.txt,381,180,439,220,-8,1,31
000248.txt,473,183,521,216,-5,1,33
000248.txt,506,185,540,209,-4,1,42
000248.txt,530,170,556,198,-5,1,57
000248.txt,247,172,340,225,-12,1,28
000249.txt,559,176,603,216,-1,1,31
000249.txt,0,197,93,325,-7,1,7
000249.txt,357,188,467,263,-4,1,15
000249.txt,188,186,331,254,-8,1,17
000249.txt,96,186,228,240,-13,1,21
000249.txt,378,155,450,219,-8,1,32
000249.txt,466,151,528,216,-4,1,32
000249.txt,519,150,547,196,-7,0,72
000250.txt,26,196,252,345,-5,1,9
000250.txt,341,192,383,224,-11,2,35
000250.txt,231,194,338,272,-7,1,16
000251.txt,113,93,629,252,-5,1,20
000251.txt,598,107,726,224,1,1,23
000251.txt,686,100,896,217,6,1,25
000251.txt,840,107,962,211,11,1,26
000251.txt,912,161,984,300,4,1,8
000251.txt,295,197,371,373,-2,1,6
000252.txt,515,183,549,209,-4,1,41
000252.txt,567,161,612,190,-1,1,68
000252.txt,386,182,485,218,-7,1,32
000253.txt,568,176,624,230,0,1,23
000253.txt,330,188,439,251,-6,1,20
000253.txt,639,176,659,194,3,1,61
000254.txt,27,201,299,344,-5,1,9
000254.txt,380,190,499,277,-3,1,14
000254.txt,226,195,385,287,-5,1,14
000254.txt,782,178,898,277,3,1,11
000254.txt,1109,152,1241,254,11,1,13
000254.txt,814,177,943,293,3,1,10
000254.txt,497,182,547,225,-3,1,29
000254.txt,548,182,568,200,-4,2,62
000254.txt,632,178,724,214,3,1,34
000254.txt,612,177,676,203,2,2,47
000255.txt,190,192,450,346,-3,1,9
000255.txt,535,181,572,208,-3,2,43
000256.txt,0,185,40,241,-16,1,18
000256.txt,26,171,174,232,-16,1,23
000256.txt,161,181,254,222,-15,1,28
000256.txt,277,168,338,212,-14,1,34
000257.txt,695,164,740,201,6,1,42
000257.txt,792,174,857,201,12,1,41
000258.txt,676,183,707,209,5,2,46
000258.txt,279,194,415,267,-6,2,18
000258.txt,375,181,474,249,-5,2,22
000258.txt,705,181,763,229,4,1,26
000258.txt,710,170,750,221,5,1,31
000259.txt,354,178,522,291,-2,1,11
000259.txt,486,174,555,226,-2,1,21
000259.txt,597,166,642,207,0,0,29
000259.txt,558,164,593,196,-1,0,37
000260.txt,581,173,604,191,-1,1,52
000260.txt,554,172,574,189,-3,1,63
000261.txt,278,179,334,206,-18,2,44
000261.txt,315,180,366,201,-18,1,49
000261.txt,360,177,402,196,-18,1,57
000262.txt,894,199,1241,374,2,1,2
000262.txt,756,181,1038,360,2,1,7
000262.txt,692,178,822,271,2,1,13
000262.txt,455,180,533,241,-3,1,21
000262.txt,674,178,742,231,2,1,21
000262.txt,651,178,696,215,2,1,29
000262.txt,635,177,669,204,2,1,41
000262.txt,627,153,665,199,2,1,48
000263.txt,539,157,583,278,0,1,10
000264.txt,568,181,626,227,0,1,23
000264.txt,0,198,400,374,-2,1,4
000264.txt,269,192,478,331,-2,1,9
000264.txt,133,193,327,299,-6,1,11
000264.txt,217,186,377,265,-6,1,14
000264.txt,341,182,455,232,-6,1,22
000264.txt,371,177,477,225,-6,1,24
000264.txt,421,180,497,213,-6,1,32
000264.txt,522,180,566,212,-2,1,32
000264.txt,457,175,529,202,-6,1,43
000264.txt,818,184,1241,374,2,1,5
000264.txt,653,179,715,225,2,1,23
000264.txt,639,127,709,209,2,1,34
000264.txt,736,167,752,213,5,1,28
000264.txt,71,185,205,232,-15,1,23
000264.txt,584,176,621,209,0,1,35
000264.txt,290,177,347,206,-15,1,38
000265.txt,902,132,1022,299,4,1,9
000265.txt,760,163,784,220,5,1,23
000265.txt,803,167,818,210,8,1,29
000265.txt,720,170,731,201,6,1,39
000266.txt,748,180,1034,353,2,1,7
000266.txt,248,169,354,331,-3,1,8
000266.txt,147,195,352,311,-5,1,10
000266.txt,646,163,777,258,1,1,14
000266.txt,581,175,640,218,0,1,26
000266.txt,403,183,452,217,-8,1,31
000266.txt,557,175,594,206,-1,1,36
000266.txt,406,170,419,203,-11,1,40
000266.txt,354,174,430,295,-3,1,11
000267.txt,550,180,600,223,-1,1,25
000267.txt,579,174,683,262,0,1,15
000267.txt,206,179,257,202,-26,1,50
000268.txt,550,169,715,328,0,1,9
000268.txt,721,121,967,200,10,1,35
000268.txt,256,181,348,228,-11,1,26
000268.txt,98,171,148,224,-17,1,25
000269.txt,53,191,118,244,-18,2,25
000269.txt,272,187,337,235,-10,2,25
000269.txt,243,188,302,230,-13,2,28
000269.txt,63,162,126,224,-23,2,32
000269.txt,300,186,397,250,-7,1,19
000270.txt,586,171,613,197,0,1,47
000270.txt,339,183,411,224,-9,1,28
000270.txt,448,176,479,201,-10,1,51
000271.txt,410,131,521,238,-4,1,22
000271.txt,903,188,976,214,22,2,48
000271.txt,557,176,614,232,0,1,23
000271.txt,238,180,292,204,-22,1,46
000271.txt,834,180,855,218,10,2,32
000272.txt,603,176,642,203,0,1,43
000273.txt,241,153,309,205,-15,1,32
000273.txt,294,164,361,202,-13,1,35
000273.txt,356,164,433,196,-11,1,36
000273.txt,531,156,602,195,-2,1,41
000273.txt,569,163,622,189,0,1,44
000273.txt,612,161,668,188,1,1,46
000273.txt,643,166,704,187,4,1,51
000273.txt,680,167,725,188,6,1,52
000273.txt,702,167,753,187,8,1,52
000273.txt,724,165,782,185,10,0,54
000273.txt,765,157,824,185,14,0,58
000273.txt,792,163,845,182,17,0,59
000273.txt,814,163,860,180,19,0,61
000274.txt,586,199,662,266,0,2,17
000274.txt,78,195,239,268,-11,2,18
000274.txt,1005,190,1206,331,6,1,9
000274.txt,700,162,807,261,3,1,17
000274.txt,389,179,424,303,-3,1,11
000274.txt,258,187,349,238,-11,2,26
000274.txt,370,190,497,255,-4,2,19
000274.txt,394,197,512,247,-5,2,23
000274.txt,425,196,535,239,-4,2,26
000274.txt,477,194,553,229,-4,2,33
000274.txt,513,192,570,215,-4,2,46
000274.txt,583,192,625,232,0,2,30
000274.txt,299,190,366,221,-14,2,38
000275.txt,563,170,670,271,0,1,13
000275.txt,971,174,1241,374,4,1,5
000275.txt,800,156,1088,308,4,1,9
000275.txt,775,173,964,264,4,1,12
000275.txt,0,167,187,263,-10,1,14
000275.txt,526,167,554,190,-6,1,67
000275.txt,721,165,740,214,4,1,25
000275.txt,961,161,972,206,14,1,29
000275.txt,946,167,952,199,19,1,40
000276.txt,538,179,568,204,-3,1,45
000276.txt,568,179,584,194,-3,2,77
